PMID,Treatment,Diagnosis,Prevention,Mechanism,Transmission,Epidemic Forecasting,Case Report
32983015,1,0,0,1,0,0,0
32768876,0,1,0,0,0,0,0
32466736,1,0,0,0,0,0,0
32437340,0,0,1,0,0,0,0
32220310,0,0,0,1,1,0,0
32548651,0,0,1,0,0,0,0
32237160,1,1,0,0,0,0,0
32454808,0,1,0,0,0,0,0
32989433,0,0,1,0,0,0,0
32837973,0,1,1,0,0,0,0
32443834,0,1,0,0,0,0,0
33036878,0,0,1,0,0,0,0
32334116,0,0,1,0,0,0,0
32876224,1,0,0,0,0,0,0
32866536,1,0,0,1,0,0,0
32426576,0,0,1,0,0,0,0
32217650,0,1,0,0,0,0,0
32839741,0,0,1,0,0,0,0
33016885,0,0,1,0,0,0,0
32970556,1,1,0,0,0,0,0
32763660,1,0,0,1,0,0,0
32360055,0,0,1,0,0,0,0
32680780,0,0,1,0,0,0,0
32849623,1,0,0,1,0,0,0
32100976,0,0,1,0,0,0,0
32774232,0,1,0,1,0,0,0
32733782,0,1,1,0,0,0,0
32905393,1,0,0,1,0,0,0
32783196,1,0,0,1,0,0,0
32471272,1,0,0,1,0,0,0
33035211,0,1,1,0,1,0,0
32292898,0,0,1,0,0,0,0
32479913,0,0,1,0,0,0,0
33029094,1,0,0,1,0,0,0
32819712,0,0,1,0,0,0,0
32588105,0,0,1,0,0,0,0
32836528,0,0,1,0,0,1,0
32354706,0,0,1,0,0,0,0
32934912,0,0,1,0,0,0,0
32927829,0,0,1,0,0,0,0
32957405,1,0,0,0,0,0,0
32596319,0,0,0,0,0,1,0
32936826,0,0,0,1,0,0,0
32976364,1,1,0,0,0,0,0
32380510,0,0,0,1,0,0,0
32700410,0,0,1,0,0,0,0
32781283,1,0,0,0,0,0,0
33037063,0,0,1,0,0,0,0
32842308,0,0,1,0,0,0,0
32732268,0,0,0,0,0,0,1
32181901,0,0,0,1,0,0,0
32622082,0,0,1,1,0,0,0
32845568,1,1,0,0,0,0,0
32677321,1,1,0,0,0,0,0
32909090,0,1,0,0,0,0,0
32759921,0,0,1,0,1,0,0
32907650,0,0,1,0,0,0,0
32669938,0,0,1,0,0,0,0
32977063,0,1,0,0,0,0,0
32834577,0,0,1,0,0,1,0
32875176,0,0,1,0,0,1,0
32562480,1,0,0,0,0,0,0
32829699,0,0,1,0,0,0,0
33063289,0,0,1,0,0,0,0
32892033,0,0,1,0,0,0,0
32412512,0,0,0,0,1,0,0
32732059,1,1,0,0,0,0,0
32397174,1,0,0,0,0,0,0
32831142,0,0,1,0,1,1,0
32982061,0,0,1,0,0,1,0
32983419,0,1,0,0,0,0,0
32479811,0,0,1,0,0,0,0
32471696,0,0,1,0,0,0,0
32848011,0,1,0,0,0,0,0
32520846,0,1,0,0,0,0,0
32607631,0,0,1,0,0,0,0
32181302,0,0,0,0,0,1,0
32845926,1,1,0,0,0,0,0
32994418,0,0,0,1,1,0,0
32139372,0,1,1,1,1,0,0
32515982,1,0,0,1,0,0,0
32853453,0,1,0,0,0,0,0
32561873,1,0,0,0,0,0,0
32568543,0,1,0,0,0,0,0
32555006,1,1,0,0,0,0,0
32827525,1,1,0,0,1,0,0
32894217,0,1,0,0,0,0,0
32614815,0,0,1,0,0,0,0
32962639,1,1,0,0,0,0,0
32454090,0,0,1,0,0,0,0
32909474,0,0,1,0,0,0,0
32834194,0,0,0,0,0,0,1
33040686,0,0,1,0,0,0,0
32690544,0,0,0,1,0,0,0
32940326,0,0,1,0,0,0,0
32292868,0,0,1,0,0,1,0
32933913,0,0,0,0,0,0,1
32387246,1,1,0,0,0,0,0
32940963,0,0,1,0,0,0,0
32767755,1,0,0,0,0,0,0
32994151,1,1,0,0,0,0,0
32530369,1,0,0,0,0,0,0
32589449,1,0,0,0,0,0,0
32392473,0,0,1,0,0,0,0
32888287,1,0,0,1,0,0,0
32584990,0,0,1,0,0,0,0
32525022,0,0,1,0,0,0,0
33045350,1,0,0,1,0,0,0
32982615,0,1,0,0,0,0,0
32834922,1,0,0,1,0,0,0
32334115,0,0,0,0,0,1,0
32796006,0,0,1,0,0,0,0
32603707,0,0,0,0,0,0,1
32688139,1,0,0,1,0,0,0
32785665,0,1,1,0,0,0,0
32751260,0,0,1,0,0,0,0
32696465,1,1,0,0,0,0,0
32643908,1,0,1,0,0,0,0
32808759,0,1,0,0,0,0,0
32876786,1,0,1,0,0,0,0
32690987,0,0,0,0,0,0,1
32699166,1,0,1,0,0,0,0
32443899,0,1,0,0,0,0,0
33042732,0,1,0,0,0,0,0
32694085,0,0,1,0,0,0,0
32838716,1,0,0,0,0,0,0
32668701,1,0,0,1,0,0,0
32741218,1,1,1,0,0,0,0
33045727,0,0,0,1,0,0,0
32838131,0,0,0,0,0,0,1
32912043,0,0,1,0,0,0,0
32386015,0,1,0,0,0,0,0
32322993,0,1,1,1,1,0,0
32763902,0,0,0,0,0,0,1
32612617,1,0,0,1,0,0,0
32534504,0,0,1,0,0,0,0
32250751,0,0,1,0,0,0,0
32851183,1,0,0,1,0,0,0
32576325,0,0,1,0,0,0,0
32425000,1,1,1,1,0,0,0
32975386,0,0,1,0,0,0,0
32220276,1,0,0,1,0,0,0
32670298,1,0,0,1,0,0,0
32779165,0,0,1,0,0,0,0
32730568,1,0,0,1,0,0,0
32341785,1,0,0,0,0,0,0
33022916,0,0,1,0,0,0,0
32837504,0,0,1,0,0,0,0
33073177,1,0,0,0,0,0,0
32441330,0,0,1,0,0,0,0
33027418,1,1,0,1,0,0,0
33002623,1,1,0,0,0,0,0
32545809,0,0,1,0,0,0,0
32333227,0,0,1,0,0,0,0
32658964,0,0,0,1,1,0,0
32805730,1,1,0,0,0,0,0
32893398,1,1,0,0,0,0,0
33027347,0,0,1,0,0,0,0
32914853,0,1,0,0,0,0,0
32418711,0,0,1,0,1,0,0
32776573,1,0,0,0,0,0,0
32758897,1,0,0,1,0,0,0
32412532,0,0,1,0,0,0,0
32543353,0,0,0,1,1,0,0
32525290,0,0,1,0,0,0,0
32875175,0,0,1,0,0,0,0
32470238,0,1,0,0,0,0,0
32554344,0,0,1,0,0,0,0
33065616,0,0,0,0,0,0,1
33012269,0,0,1,0,0,0,0
32253942,0,0,1,0,0,0,0
32569635,0,1,0,0,0,0,0
33072873,0,1,0,0,0,0,0
32842563,0,1,0,0,0,0,0
32839380,1,0,0,1,0,0,0
32855343,0,1,1,0,0,0,0
32542206,0,0,0,0,0,0,1
32842513,1,0,0,0,0,0,0
32027631,0,0,1,0,0,0,0
32741139,1,1,0,0,0,0,0
32885825,1,0,0,1,0,0,0
32715659,0,0,1,0,0,0,0
32653520,1,0,0,1,0,0,0
32777726,0,1,1,1,0,0,0
32471295,0,0,1,0,0,0,0
32557789,1,1,0,0,0,0,0
32987381,0,0,0,0,0,0,1
32578926,0,1,0,0,0,0,0
32441574,0,1,0,0,0,0,0
32157862,0,0,0,0,0,0,1
32281214,0,0,1,0,0,0,0
32865850,0,0,1,0,0,0,0
32861084,0,0,0,0,0,0,1
33004773,0,1,0,0,0,0,0
32572154,0,0,1,0,0,0,0
32959115,0,1,0,0,0,0,0
33044655,0,1,0,0,0,0,0
32274425,0,0,1,0,0,0,0
32944588,0,0,1,0,0,0,0
32995556,0,1,0,0,0,0,0
32834950,1,0,0,0,0,0,0
32476228,0,0,1,0,0,0,0
32560207,0,0,1,0,0,0,0
32553907,1,1,0,0,0,0,0
32669467,1,1,0,1,0,0,0
32562544,0,1,0,0,0,0,0
32698898,1,0,0,1,0,0,0
33027192,1,0,0,0,0,0,0
32376613,1,0,0,1,0,0,0
32735842,1,1,0,0,0,0,0
32957467,0,0,1,1,1,0,0
32962867,1,0,0,1,0,0,0
32475807,0,0,1,0,0,0,0
32703664,1,0,0,0,0,0,0
32361082,0,0,1,0,0,0,0
33052148,0,1,0,0,0,0,0
32863618,0,1,0,0,0,0,0
32795897,1,0,0,0,0,0,0
32304208,0,1,0,0,0,0,0
32669360,0,0,1,0,0,0,0
32231348,1,0,0,0,0,0,0
33022712,1,0,0,1,0,0,0
32305831,1,0,1,0,0,0,0
32860255,0,0,1,0,0,0,0
32134681,0,1,0,1,0,0,0
32479682,1,1,0,0,0,0,0
32627534,0,1,0,0,0,0,0
33074266,1,1,0,1,0,0,0
33058698,0,0,1,0,0,0,0
32892311,1,0,1,0,0,0,0
32500327,0,0,1,0,0,0,0
32922466,1,1,0,0,0,0,0
32770392,1,0,0,1,0,0,0
32936348,0,0,1,0,0,0,0
33020702,0,0,1,0,0,0,0
32276140,1,0,0,1,0,0,0
32959148,0,0,1,0,0,0,0
32875269,0,0,1,0,0,0,0
33001589,0,0,1,0,0,0,0
32589775,1,0,0,0,0,0,0
32145718,1,0,1,0,0,0,0
32763826,0,1,0,0,0,0,0
32626680,1,1,0,0,0,0,0
32874957,0,0,1,0,0,0,0
32395793,0,1,0,0,0,0,0
32892403,1,0,0,1,0,0,0
32875061,0,0,1,0,0,0,0
32295811,0,0,1,0,0,0,0
32853823,1,0,0,1,0,0,0
32600166,0,0,1,0,0,0,0
32496919,0,1,0,0,0,0,0
32876680,0,1,0,0,0,0,0
33067713,0,0,1,0,0,0,0
32574333,0,1,0,0,0,0,0
32837045,0,0,1,0,0,0,0
32439820,0,0,1,0,0,0,0
32538856,0,0,1,0,0,0,0
32952596,1,0,0,0,0,0,0
32769922,1,0,0,0,0,0,0
32565264,0,0,0,0,0,0,1
32821025,0,0,1,0,0,0,0
32279437,0,1,0,0,0,0,0
32850107,0,0,0,0,0,0,1
32483586,0,1,0,0,0,0,0
33042547,0,0,0,0,0,0,1
33068489,0,0,1,0,0,0,0
33052958,0,0,1,0,0,0,0
32838107,0,0,1,0,0,0,0
32753639,0,0,1,0,0,1,0
32775770,0,0,1,0,0,0,0
32822927,0,0,1,0,1,0,0
32897537,0,0,0,0,0,0,1
32391441,0,0,1,0,0,0,0
32367422,0,1,0,0,0,0,0
32905406,0,1,0,0,0,0,0
32484966,1,0,0,1,0,0,0
32495918,1,1,0,0,0,0,0
32771222,0,1,0,0,0,0,0
32665728,0,0,1,0,0,0,0
32882767,1,0,0,0,0,0,0
32397262,0,1,0,0,0,0,0
32291244,0,0,1,0,0,0,0
32432994,0,0,1,0,0,0,0
32515396,0,0,1,0,0,0,0
33058839,0,1,0,0,0,0,0
32580818,0,0,1,0,0,0,0
32488505,1,1,0,0,0,0,0
32491919,0,1,0,0,0,0,0
32257771,0,0,1,0,0,0,0
32895128,1,0,0,0,0,0,0
32375197,0,0,1,0,0,0,0
32894032,0,1,0,0,0,0,0
32772743,1,0,1,0,0,0,0
32388476,1,0,0,1,0,0,0
32891874,1,0,0,1,0,0,0
32656798,0,0,1,0,0,0,0
32576256,0,0,1,0,0,1,0
32361322,0,1,0,0,0,0,0
32834625,0,0,1,0,0,1,0
32805057,1,1,0,0,0,0,0
32693960,0,0,0,0,0,0,1
32962415,0,0,1,0,0,0,0
33022124,1,0,0,0,0,0,0
32686373,1,1,0,0,0,0,0
32440883,1,0,0,0,0,0,0
32300673,0,0,0,1,0,0,0
32773165,1,0,0,0,0,0,0
32782898,0,0,1,0,0,0,0
32418460,0,0,1,0,0,0,0
32836801,0,0,1,0,0,1,0
32516704,1,1,0,0,0,0,0
32946531,0,1,0,1,0,0,0
32844134,0,0,1,0,1,1,0
32782914,0,0,1,0,0,0,0
32556147,0,0,0,0,0,0,1
33036230,1,0,0,1,0,0,0
32682855,0,0,1,0,0,0,0
32339477,0,0,1,0,0,0,0
33009727,1,1,1,1,0,0,0
32405254,0,1,0,0,0,0,0
32464584,1,0,1,1,0,0,0
32407539,1,0,0,0,0,0,0
32847650,0,0,1,0,0,0,0
32653986,1,0,0,0,0,0,0
32759016,1,0,0,1,0,0,0
32950309,1,1,0,0,0,0,0
32713618,0,0,1,0,0,0,0
32854479,0,1,0,0,1,0,0
32427774,0,0,0,0,0,0,1
33071092,1,0,0,0,0,0,0
32458588,0,0,1,0,0,0,0
32574271,1,0,0,1,0,0,0
32838151,1,0,0,1,0,0,0
32313587,0,0,1,0,0,0,0
32418773,0,0,1,0,0,0,0
32834382,0,0,1,0,0,0,0
32979740,0,1,0,0,0,0,0
32172228,0,1,0,0,0,0,0
32438520,0,0,0,0,0,1,0
32835353,1,0,0,0,0,0,0
32952811,0,0,0,0,0,0,1
32535078,1,0,0,1,0,0,0
32715618,1,0,0,1,0,0,0
32920494,0,0,1,0,0,0,0
32438839,1,0,0,0,0,0,0
32967427,0,1,0,0,0,0,0
32452410,0,1,0,0,0,0,0
32710297,0,0,1,0,0,0,0
32574871,0,0,1,0,0,0,0
32432918,1,0,0,1,0,0,0
32735799,1,0,0,1,0,0,0
32538185,0,0,1,0,0,0,0
32696810,0,0,1,0,0,0,0
33076191,0,0,0,0,0,0,1
33014337,0,0,0,0,0,0,1
32398432,0,0,1,0,0,0,0
33049583,1,0,0,1,0,0,0
32356642,1,1,0,0,0,0,0
32247013,0,0,1,0,0,0,0
32877312,0,0,1,0,0,0,0
32947988,1,0,0,0,0,0,0
32544024,1,0,0,1,0,0,0
32719851,0,0,1,0,0,0,0
32633819,0,0,1,0,0,0,0
32473418,1,0,1,0,0,0,0
32566234,0,0,0,1,0,0,0
32837108,0,0,0,0,0,0,1
32448345,1,0,0,0,0,0,0
32537529,0,1,0,0,0,0,0
32342927,0,1,0,0,0,0,0
32812014,0,1,0,0,0,0,0
32532764,1,0,1,0,0,0,0
32518902,0,0,0,0,0,0,1
32878290,1,0,0,1,0,0,0
32515358,0,0,0,1,0,0,0
32740925,0,0,1,0,0,0,0
32565678,0,0,1,0,0,1,0
32437982,0,0,1,0,0,0,0
32428864,1,0,0,1,0,0,0
32613089,1,0,0,0,0,0,0
32715956,1,0,0,1,0,0,0
32749095,1,0,0,1,0,0,0
32699094,1,0,0,1,0,0,0
32394997,0,0,1,0,0,0,0
32629960,1,0,0,1,1,0,0
32855191,0,1,1,0,0,0,0
32779326,1,0,0,1,0,0,0
32581854,0,1,0,1,0,0,0
32838301,1,0,0,1,0,0,0
32456368,1,0,0,1,0,0,0
32954047,0,0,0,1,0,0,0
32785021,0,0,1,0,0,0,0
32943272,0,0,1,0,0,0,0
33073612,1,0,0,0,0,0,0
32938313,1,0,0,1,0,0,0
32481594,0,0,1,0,0,0,0
33035133,0,1,0,0,0,0,0
32832735,0,0,0,0,0,0,1
32904064,1,1,0,0,0,0,0
32369209,1,1,0,0,0,0,0
32973965,0,1,1,0,0,0,0
32452879,0,0,1,0,0,0,0
32306862,1,0,0,1,0,0,0
33006946,0,0,1,0,0,0,0
33063773,0,0,1,0,0,0,0
32756188,0,0,0,0,0,0,1
32837678,0,1,0,0,0,0,0
32978104,0,0,1,0,0,0,0
32761481,1,1,0,0,0,0,0
32304970,0,0,1,0,0,0,0
32866053,1,0,0,0,0,0,0
32359819,0,0,1,0,0,0,0
32445134,0,0,1,0,0,0,0
32785416,0,0,1,0,0,0,0
33048821,0,0,1,0,0,0,0
33047493,0,1,0,0,0,0,0
32544042,0,0,1,0,0,0,0
32651938,0,1,0,0,0,0,0
32717210,0,1,0,0,0,0,0
32908046,1,1,0,0,0,0,0
32592837,0,0,1,0,0,0,0
32314034,0,0,1,0,0,0,0
32771654,0,0,1,0,0,0,0
32696334,0,0,1,0,0,0,0
32727465,1,1,0,0,0,0,0
32927376,1,0,1,0,0,0,0
32853538,0,0,1,0,0,0,0
33004526,1,1,0,0,0,0,0
32249098,0,0,1,0,0,0,0
33044019,1,1,0,0,0,0,0
32904443,1,0,0,0,0,0,0
32438729,0,0,1,0,0,0,0
32862984,1,1,0,0,0,0,0
32673697,0,0,1,0,0,0,0
33008651,0,0,1,0,0,0,0
32484453,0,1,0,0,0,0,0
33748827,1,1,0,1,0,0,0
32368495,0,0,0,0,0,0,1
32896292,1,0,0,0,0,0,0
32907668,0,0,1,0,0,0,0
32501023,0,0,1,0,0,0,0
32858732,0,0,1,0,0,0,0
33008440,1,1,1,0,0,0,0
33020733,0,0,1,0,0,0,0
32254064,1,0,1,0,0,0,0
32952533,0,0,1,0,0,0,0
33007476,0,0,0,1,1,0,0
32535547,1,0,1,0,0,0,0
32838380,1,1,0,0,0,0,0
32616135,0,1,0,0,0,0,0
32678827,0,0,1,0,1,0,0
32828595,0,0,0,0,0,0,1
32970639,0,1,0,0,0,0,0
32837610,0,0,1,0,0,0,0
33057633,1,1,0,0,0,0,0
33036814,0,1,0,0,0,0,0
32530509,1,1,0,0,0,0,0
32759818,0,1,0,0,0,0,0
32448805,0,0,1,0,0,0,0
32843441,0,0,0,0,0,0,1
32779193,1,1,0,0,1,0,0
32758625,1,0,0,1,0,0,0
33037804,0,0,1,0,0,0,0
32907512,1,0,0,1,0,0,0
32519594,0,0,1,0,0,0,0
33001717,0,0,1,0,0,0,0
32346490,1,0,0,1,0,0,0
32845730,1,0,1,0,0,0,0
32234127,0,1,0,0,0,0,0
32623503,0,1,0,0,0,0,0
32730144,0,0,1,0,0,0,0
32497462,0,0,1,0,0,0,0
32412984,0,0,1,0,0,0,0
32844673,1,0,0,0,0,0,0
33042770,0,0,1,0,0,0,0
32992966,0,0,1,0,0,0,0
32984404,0,0,0,0,0,0,1
32989431,0,0,1,0,1,0,0
32758516,0,0,1,0,0,0,0
33042873,1,1,0,0,0,0,0
32758155,0,1,0,0,0,0,0
32302069,0,0,0,1,0,0,0
32923338,1,0,0,0,0,0,0
32599258,1,1,1,1,0,0,0
32572174,1,0,0,0,0,0,0
32999916,0,0,1,0,0,0,0
32482250,0,0,0,1,1,0,0
32518072,0,1,0,1,0,0,0
32719757,0,0,0,0,0,0,1
33063226,0,0,1,0,0,0,0
32951033,0,0,1,0,0,0,0
32775790,0,0,1,0,0,0,0
32333850,0,0,0,0,0,0,1
32363336,0,0,0,0,0,0,1
33015816,0,0,1,0,0,0,0
32850926,1,1,0,0,0,0,0
32379858,0,0,1,0,0,0,0
32558002,0,1,0,0,0,0,0
33017071,1,0,0,1,0,0,0
32812012,0,0,0,1,0,0,0
33009246,1,0,0,1,0,0,0
32856707,1,1,0,1,0,0,0
32935915,0,1,0,0,0,0,0
32861586,0,0,1,0,0,0,0
32660655,0,0,1,0,0,0,0
32193037,0,0,0,1,0,0,0
32674646,0,0,0,0,0,0,1
32902653,0,0,1,0,0,0,0
32586154,1,0,0,0,0,0,0
32853038,1,0,0,0,0,0,0
32369658,0,0,0,0,0,0,1
32699889,0,0,1,0,0,0,0
32386804,0,0,0,0,0,0,1
32941485,0,0,1,0,0,1,0
32861337,0,1,0,0,0,0,0
32567823,1,1,0,1,0,0,0
32834942,1,0,0,0,0,0,0
32234343,0,0,1,0,1,1,0
32773989,1,0,0,1,0,0,0
32398625,0,1,0,0,0,0,0
32739908,1,0,0,1,0,0,0
32514320,0,1,0,0,0,0,0
32804015,1,0,0,1,0,0,0
32986118,0,1,0,0,0,0,0
32774009,0,0,1,0,0,0,0
33038391,0,1,0,0,0,0,0
32191691,0,0,1,0,0,0,0
32768388,1,1,0,0,0,0,0
32588660,0,1,0,0,0,0,0
32405437,0,0,1,0,0,0,0
32650355,1,0,0,0,0,0,0
33024358,1,0,0,0,0,0,0
32525713,0,0,1,0,0,0,0
32804802,1,1,0,0,0,0,0
32866856,0,0,1,0,0,0,0
33025503,0,1,0,0,0,0,0
32838188,1,1,0,1,0,0,0
32429517,0,0,1,0,0,1,0
32740456,0,0,0,0,1,0,0
32607555,0,0,0,0,0,0,1
32259288,0,0,1,0,0,0,0
32912998,0,0,1,0,1,0,0
32787707,1,1,0,0,0,0,0
32898813,0,0,1,0,0,0,0
33015108,1,1,0,0,0,0,0
32791117,0,0,1,0,0,0,0
32743814,0,0,1,0,0,0,0
32543722,0,1,0,0,0,0,0
32652713,1,1,0,0,0,0,0
32607932,0,0,1,0,0,0,0
32570713,0,0,1,0,1,0,0
32514743,0,0,1,0,0,0,0
32569751,0,0,1,0,0,0,0
32459672,1,1,0,0,0,0,0
32418055,0,0,0,1,0,0,0
32970023,1,1,0,0,0,0,0
32515390,0,0,1,0,0,0,0
33029064,0,1,0,0,0,0,0
32775788,0,0,1,0,0,0,0
32461251,0,0,1,0,0,0,0
33039964,1,1,0,0,0,0,0
32338533,0,0,0,1,1,0,0
32675206,1,0,0,1,0,0,0
32681847,0,0,1,0,0,0,0
32391240,0,0,1,0,0,1,0
32415727,0,0,1,0,0,0,0
33035673,1,1,0,0,0,0,0
32888876,0,0,0,0,0,0,1
32917843,0,0,1,0,0,0,0
32234128,0,0,1,0,1,0,0
32648989,0,0,1,0,0,0,0
32773440,1,0,0,0,0,0,0
32611659,0,0,0,0,0,0,1
32345390,0,0,1,0,0,0,0
32445881,1,0,0,0,0,0,0
32788071,1,1,1,1,1,0,0
32275497,0,1,1,0,1,0,0
32915505,0,0,0,1,0,0,0
32679617,0,0,0,0,0,0,1
32366669,0,1,0,0,0,0,0
32549125,1,0,0,1,0,0,0
32999271,0,0,0,0,0,0,1
32710998,1,1,0,0,0,0,0
32616647,0,0,0,1,0,0,0
32926931,1,1,0,1,0,0,0
32565254,1,0,0,1,0,0,0
32889955,0,0,1,0,0,0,0
32671831,1,0,0,1,0,0,0
33078733,1,0,0,0,0,0,0
32649739,0,0,0,1,1,0,0
33057203,0,1,0,0,0,0,0
32861965,1,0,0,1,0,0,0
32432568,0,0,1,0,0,0,0
33054313,0,0,1,0,0,0,0
32492764,0,0,1,0,0,0,0
32145466,0,0,0,0,1,0,0
32515382,1,1,0,0,0,0,0
32915873,0,0,1,0,0,0,0
32748812,0,0,0,1,0,0,0
32460229,0,0,1,0,0,1,0
33067524,1,1,0,0,0,0,0
32393446,0,0,1,0,0,0,0
32712675,1,0,1,0,0,0,0
33074954,0,0,1,0,0,0,0
32672454,1,0,0,0,0,0,0
33055326,0,0,1,0,0,0,0
32292840,0,0,1,0,0,0,0
32976596,0,1,0,0,0,0,0
32600948,0,0,1,0,0,0,0
32504146,0,0,0,0,0,0,1
32616644,0,0,0,1,0,0,0
32979663,0,0,1,0,0,0,0
32237161,0,0,1,0,0,0,0
33026520,1,1,0,0,0,0,0
32828865,0,0,1,0,0,0,0
32560340,1,0,0,0,0,0,0
32953916,0,0,1,0,0,0,0
32584954,0,0,1,0,0,0,0
32827395,1,0,0,0,0,0,0
32820236,1,1,0,1,0,0,0
32496244,0,0,1,0,0,0,0
32453877,1,1,0,0,0,0,0
32855778,1,0,0,0,0,0,0
32709495,0,0,1,0,0,0,0
32452941,0,0,1,0,0,0,0
32696234,1,0,0,1,0,0,0
32486188,1,0,0,1,0,0,0
32565195,1,0,0,1,0,0,0
32470178,0,0,1,0,0,0,0
33074449,0,1,0,0,0,0,0
32574709,1,0,0,1,0,0,0
32775989,0,0,0,0,0,0,1
32945335,1,0,0,0,0,0,0
32610270,0,0,1,0,0,0,0
32822756,0,0,0,1,0,0,0
32552110,0,0,1,0,0,0,0
32145465,0,0,1,0,0,0,0
32899785,1,0,0,0,0,0,0
32787395,0,0,1,0,0,0,0
32381057,0,1,0,0,0,0,0
33042695,1,1,0,0,0,0,0
32470171,0,0,1,0,0,0,0
32425653,0,0,1,0,0,0,0
33075834,0,0,1,0,0,0,0
32762511,1,0,0,1,0,0,0
32918409,0,0,0,0,0,0,1
32806994,0,0,1,0,0,0,0
32622045,1,0,0,1,0,0,0
32568272,0,0,1,0,0,0,0
32609741,0,0,1,0,0,0,0
32968643,1,1,0,1,0,0,0
32678056,0,0,1,0,0,1,0
32447904,0,0,1,0,1,0,0
32839739,0,0,1,0,0,0,0
32954211,1,1,0,0,0,0,0
32761201,0,0,1,0,0,0,0
32277763,0,0,1,0,0,0,0
32487434,0,0,1,0,0,0,0
32936428,0,0,1,0,0,0,0
32883050,0,1,0,0,0,0,0
32450770,0,0,1,0,0,0,0
32290902,0,1,0,0,0,0,0
32247211,1,0,0,0,0,0,0
32299751,0,1,0,0,0,0,0
32454500,1,0,0,0,0,0,0
32788235,1,1,0,0,0,0,0
32921866,0,0,1,0,0,0,0
32627759,0,0,0,1,0,0,0
32502882,1,0,0,1,0,0,0
33037960,0,0,1,0,0,0,0
32369222,1,1,1,0,0,0,0
32356298,0,0,1,0,0,0,0
32874791,0,0,0,0,0,0,1
32936811,0,0,1,0,0,0,0
32994704,1,1,1,0,0,0,0
32386460,1,1,0,0,0,0,0
32191676,0,0,0,1,1,0,0
32603829,1,0,0,1,0,0,0
32924792,0,0,0,0,0,0,1
32975575,1,1,0,0,0,0,0
32942286,0,1,0,0,0,0,0
32382877,0,1,0,0,0,0,0
32599178,1,0,0,0,0,0,0
32647346,1,0,0,1,0,0,0
32791675,1,0,0,0,0,0,0
33055501,1,1,0,0,0,0,0
32734876,0,0,0,0,0,0,1
32531540,0,0,1,0,0,0,0
32788884,1,1,0,0,0,0,0
32366034,0,0,1,0,0,0,0
32563013,0,0,0,0,0,0,1
32857603,0,0,1,0,0,0,0
32699150,0,0,1,0,0,0,0
32879797,0,0,0,1,0,0,0
33053494,0,1,0,0,0,0,0
32707833,1,0,0,1,0,0,0
32232217,0,0,0,0,1,0,0
32943290,0,0,1,0,0,0,0
32853692,0,0,1,0,0,0,0
32758342,1,0,0,0,0,0,0
33056942,0,0,0,0,0,0,1
32636083,0,1,0,0,0,0,0
32586103,0,0,1,0,0,0,0
32928122,0,0,1,0,0,0,0
32835143,0,0,1,0,0,1,0
32125642,1,0,0,0,0,0,0
33007985,0,0,1,0,0,0,0
32621869,0,0,1,0,1,1,0
32322535,0,0,1,0,0,0,0
32921955,1,1,0,0,0,0,0
32940705,0,0,1,0,0,0,0
32754381,0,0,1,0,0,0,0
32674732,1,0,0,1,0,0,0
32442347,1,0,0,0,0,0,0
32428031,0,0,1,0,1,0,0
32313884,0,0,0,0,0,0,1
32577428,0,1,0,0,0,0,0
32424603,0,1,0,0,0,0,0
32723441,0,0,1,0,0,0,0
32540901,1,0,0,1,0,0,0
32636061,1,1,0,0,0,0,0
32982611,0,0,0,0,0,0,1
32649266,0,0,1,0,0,0,0
32522671,0,0,1,0,1,0,0
32026671,0,1,0,1,0,0,0
32811325,0,0,1,0,0,0,0
32631613,0,0,1,0,0,0,0
32857811,0,0,1,0,0,0,0
33001320,1,1,0,0,0,0,0
32589042,0,0,1,0,0,0,0
32925165,0,1,0,0,0,0,0
32751721,0,0,1,0,0,0,0
32900740,0,0,0,0,0,0,1
33072741,0,0,1,0,0,0,0
32502616,0,0,0,1,0,0,0
32553928,1,0,0,1,0,0,0
32508398,0,0,1,0,0,1,0
32529889,0,0,1,0,0,0,0
33041508,1,1,0,0,0,0,0
33049753,0,1,0,0,0,0,0
32638221,0,0,1,1,1,0,0
32448282,0,0,1,0,0,0,0
32536750,0,0,1,0,0,0,0
33050603,0,1,1,0,0,0,0
32985379,0,0,1,0,0,0,0
32850973,1,0,0,1,0,0,0
33031087,0,0,1,0,0,0,0
33031765,0,0,0,1,0,0,0
32601677,0,0,1,0,1,0,0
32571228,0,1,0,0,0,0,0
32915072,1,0,0,0,0,0,0
32900750,0,0,0,0,0,0,1
33015628,1,0,0,1,0,0,0
32972231,0,0,1,0,0,0,0
32492557,0,0,0,0,0,0,1
32725890,1,1,0,0,0,0,0
32959497,0,1,1,0,0,0,0
32649232,1,0,0,0,0,0,0
32249102,0,0,1,0,0,0,0
32427744,0,0,1,0,0,0,0
32336225,0,0,1,0,0,0,0
33013486,0,0,1,0,0,0,0
32694481,0,0,1,0,1,1,0
32301749,0,1,0,0,0,0,0
32373995,0,0,0,1,0,0,0
32302955,0,1,0,0,1,0,0
33047356,0,0,1,0,0,0,0
32589189,1,1,0,0,0,0,0
33043272,1,0,1,1,0,0,0
32351243,0,0,1,0,0,0,0
32526193,1,1,0,0,0,0,0
32601725,0,0,1,0,0,0,0
33017083,1,1,0,0,0,0,0
32407491,1,0,0,1,0,0,0
32765937,0,0,1,0,0,0,0
